playlist_name,playlist_id,song_title,artist,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
Scenic Route,37i9dQZF1DX1adpUbAHocs,Texas Sun,Khruangbin,0.636,0.634,7,-10.01,1,0.0342,0.0364,0.147,0.0998,0.599,111.563,audio_features,24ntSW3QVJzR79lHAAOTaY,spotify:track:24ntSW3QVJzR79lHAAOTaY,https://api.spotify.com/v1/tracks/24ntSW3QVJzR79lHAAOTaY,https://api.spotify.com/v1/audio-analysis/24ntSW3QVJzR79lHAAOTaY,252812,4
Scenic Route,37i9dQZF1DX1adpUbAHocs,Time (You and I),Khruangbin,0.751,0.49,11,-13.684,1,0.0455,0.0097,0.15,0.0767,0.923,105.418,audio_features,0S3BtG3i5tkQmehJhIhHF3,spotify:track:0S3BtG3i5tkQmehJhIhHF3,https://api.spotify.com/v1/tracks/0S3BtG3i5tkQmehJhIhHF3,https://api.spotify.com/v1/audio-analysis/0S3BtG3i5tkQmehJhIhHF3,342189,4
Scenic Route,37i9dQZF1DX1adpUbAHocs,White Gloves,Khruangbin,0.635,0.3,2,-13.957,0,0.0285,0.707,0.829,0.574,0.772,91.452,audio_features,4AKUOaCRcoKTFnVI9LtsrN,spotify:track:4AKUOaCRcoKTFnVI9LtsrN,https://api.spotify.com/v1/tracks/4AKUOaCRcoKTFnVI9LtsrN,https://api.spotify.com/v1/audio-analysis/4AKUOaCRcoKTFnVI9LtsrN,218307,4
Scenic Route,37i9dQZF1DX1adpUbAHocs,People Everywhere (Still Alive),Khruangbin,0.551,0.648,7,-13.088,1,0.0627,0.043,0.655,0.41,0.807,109.209,audio_features,2OQ1V0e2O56AeIo4ywuYKF,spotify:track:2OQ1V0e2O56AeIo4ywuYKF,https://api.spotify.com/v1/tracks/2OQ1V0e2O56AeIo4ywuYKF,https://api.spotify.com/v1/audio-analysis/2OQ1V0e2O56AeIo4ywuYKF,159013,4
Scenic Route,37i9dQZF1DX1adpUbAHocs,Midnight,Khruangbin,0.667,0.556,5,-8.921,0,0.0306,0.0591,0.0108,0.0972,0.692,132.83,audio_features,7pnVHbcqbmP7LA1ey3ydvu,spotify:track:7pnVHbcqbmP7LA1ey3ydvu,https://api.spotify.com/v1/tracks/7pnVHbcqbmP7LA1ey3ydvu,https://api.spotify.com/v1/audio-analysis/7pnVHbcqbmP7LA1ey3ydvu,314684,4
Scenic Route,37i9dQZF1DX1adpUbAHocs,So We Won't Forget,Khruangbin,0.641,0.413,2,-13.212,1,0.102,0.0305,0.844,0.183,0.967,101.27,audio_features,4HpFU6eMThgW6Cael5AwYy,spotify:track:4HpFU6eMThgW6Cael5AwYy,https://api.spotify.com/v1/tracks/4HpFU6eMThgW6Cael5AwYy,https://api.spotify.com/v1/audio-analysis/4HpFU6eMThgW6Cael5AwYy,298333,4
Scenic Route,37i9dQZF1DX1adpUbAHocs,Evan Finds the Third Room,Khruangbin,0.781,0.383,10,-9.975,0,0.0826,0.00984,0.559,0.165,0.83,105.795,audio_features,2nIhVeiF7vlUmPyevRKrKV,spotify:track:2nIhVeiF7vlUmPyevRKrKV,https://api.spotify.com/v1/tracks/2nIhVeiF7vlUmPyevRKrKV,https://api.spotify.com/v1/audio-analysis/2nIhVeiF7vlUmPyevRKrKV,240743,4
Scenic Route,37i9dQZF1DX1adpUbAHocs,Dern Kala,Khruangbin,0.632,0.646,9,-11.398,1,0.0385,0.0177,0.88,0.116,0.671,87.325,audio_features,47FmTHqPWGWEfbgDpLjvCt,spotify:track:47FmTHqPWGWEfbgDpLjvCt,https://api.spotify.com/v1/tracks/47FmTHqPWGWEfbgDpLjvCt,https://api.spotify.com/v1/audio-analysis/47FmTHqPWGWEfbgDpLjvCt,219840,4
Scenic Route,37i9dQZF1DX1adpUbAHocs,Dearest Alfred (MyJoy),Khruangbin,0.402,0.511,11,-10.524,0,0.43,0.775,0.912,0.108,0.68,82.139,audio_features,09QrWF1BFYe8Inkh9Al5ye,spotify:track:09QrWF1BFYe8Inkh9Al5ye,https://api.spotify.com/v1/tracks/09QrWF1BFYe8Inkh9Al5ye,https://api.spotify.com/v1/audio-analysis/09QrWF1BFYe8Inkh9Al5ye,195604,4
Scenic Route,37i9dQZF1DX1adpUbAHocs,Two Fish and an Elephant,Khruangbin,0.452,0.579,2,-11.085,1,0.0476,0.0153,0.893,0.637,0.929,84.615,audio_features,2kGMBOPXMtb9gxzVYdplg9,spotify:track:2kGMBOPXMtb9gxzVYdplg9,https://api.spotify.com/v1/tracks/2kGMBOPXMtb9gxzVYdplg9,https://api.spotify.com/v1/audio-analysis/2kGMBOPXMtb9gxzVYdplg9,213760,4
Scenic Route,37i9dQZF1DX1adpUbAHocs,Beyond,Leon Bridges,0.581,0.687,6,-5.4,1,0.105,0.229,0.0,0.109,0.187,76.014,audio_features,1Omt5bfz1tZUCqd26HxbS0,spotify:track:1Omt5bfz1tZUCqd26HxbS0,https://api.spotify.com/v1/tracks/1Omt5bfz1tZUCqd26HxbS0,https://api.spotify.com/v1/audio-analysis/1Omt5bfz1tZUCqd26HxbS0,240600,4
Scenic Route,37i9dQZF1DX1adpUbAHocs,River,Leon Bridges,0.635,0.184,8,-10.785,1,0.0456,0.665,0.0,0.146,0.177,128.424,audio_features,3hhbDnFUb2bicI2df6VurK,spotify:track:3hhbDnFUb2bicI2df6VurK,https://api.spotify.com/v1/tracks/3hhbDnFUb2bicI2df6VurK,https://api.spotify.com/v1/audio-analysis/3hhbDnFUb2bicI2df6VurK,240200,4
Scenic Route,37i9dQZF1DX1adpUbAHocs,Coming Home,Leon Bridges,0.424,0.465,6,-6.595,1,0.0297,0.461,5.52e-05,0.154,0.462,112.418,audio_features,65GbQI9VDTs7vo6MJL2iJA,spotify:track:65GbQI9VDTs7vo6MJL2iJA,https://api.spotify.com/v1/tracks/65GbQI9VDTs7vo6MJL2iJA,https://api.spotify.com/v1/audio-analysis/65GbQI9VDTs7vo6MJL2iJA,206387,3
Scenic Route,37i9dQZF1DX1adpUbAHocs,Steam,Leon Bridges,0.849,0.616,5,-7.549,0,0.0486,0.0547,0.394,0.166,0.727,110.026,audio_features,0JhOWLV0il0wcoyOr2kaCx,spotify:track:0JhOWLV0il0wcoyOr2kaCx,https://api.spotify.com/v1/tracks/0JhOWLV0il0wcoyOr2kaCx,https://api.spotify.com/v1/audio-analysis/0JhOWLV0il0wcoyOr2kaCx,203091,4
Scenic Route,37i9dQZF1DX1adpUbAHocs,Summer Rain (feat. Jazmine Sullivan),Leon Bridges,0.516,0.488,1,-7.452,0,0.0313,0.385,2.32e-05,0.177,0.614,79.985,audio_features,4fPO3377M8WMykvWUJmzeO,spotify:track:4fPO3377M8WMykvWUJmzeO,https://api.spotify.com/v1/tracks/4fPO3377M8WMykvWUJmzeO,https://api.spotify.com/v1/audio-analysis/4fPO3377M8WMykvWUJmzeO,164039,4
Scenic Route,37i9dQZF1DX1adpUbAHocs,Motorbike,Leon Bridges,0.721,0.485,5,-11.213,0,0.0681,0.158,0.275,0.107,0.614,150.027,audio_features,3mMduiD8yb4IaS5tZKqSZy,spotify:track:3mMduiD8yb4IaS5tZKqSZy,https://api.spotify.com/v1/tracks/3mMduiD8yb4IaS5tZKqSZy,https://api.spotify.com/v1/audio-analysis/3mMduiD8yb4IaS5tZKqSZy,188617,4
Scenic Route,37i9dQZF1DX1adpUbAHocs,Beyond (feat. Luke Combs) - Live,Leon Bridges,0.619,0.623,11,-6.33,1,0.0328,0.455,0.0,0.167,0.309,76.037,audio_features,05zt3H2jdG0MA1V6Q2t2Et,spotify:track:05zt3H2jdG0MA1V6Q2t2Et,https://api.spotify.com/v1/tracks/05zt3H2jdG0MA1V6Q2t2Et,https://api.spotify.com/v1/audio-analysis/05zt3H2jdG0MA1V6Q2t2Et,246947,4
Scenic Route,37i9dQZF1DX1adpUbAHocs,Bad Bad News,Leon Bridges,0.783,0.629,5,-6.152,0,0.0607,0.231,0.000536,0.0881,0.7,111.978,audio_features,7FxzgizJRGTQ3fxUqfvljg,spotify:track:7FxzgizJRGTQ3fxUqfvljg,https://api.spotify.com/v1/tracks/7FxzgizJRGTQ3fxUqfvljg,https://api.spotify.com/v1/audio-analysis/7FxzgizJRGTQ3fxUqfvljg,207307,4
Scenic Route,37i9dQZF1DX1adpUbAHocs,Smooth Sailin',Leon Bridges,0.641,0.721,11,-6.788,0,0.0451,0.413,7.15e-06,0.246,0.753,67.055,audio_features,3jpeI1goQHPIwwCMxrLrwx,spotify:track:3jpeI1goQHPIwwCMxrLrwx,https://api.spotify.com/v1/tracks/3jpeI1goQHPIwwCMxrLrwx,https://api.spotify.com/v1/audio-analysis/3jpeI1goQHPIwwCMxrLrwx,183333,4
Scenic Route,37i9dQZF1DX1adpUbAHocs,Better Man,Leon Bridges,0.395,0.746,7,-4.938,1,0.0447,0.219,0.0,0.123,0.671,188.276,audio_features,7tOYSMYowhxJ0uK3WMoL5n,spotify:track:7tOYSMYowhxJ0uK3WMoL5n,https://api.spotify.com/v1/tracks/7tOYSMYowhxJ0uK3WMoL5n,https://api.spotify.com/v1/audio-analysis/7tOYSMYowhxJ0uK3WMoL5n,140133,4
Scenic Route,37i9dQZF1DX1adpUbAHocs,Find Yourself,Lukas Nelson and Promise of the Real,0.733,0.585,8,-5.551,1,0.0314,0.571,0.00523,0.0892,0.899,133.512,audio_features,058T5UiAWu70uTAYDN67kY,spotify:track:058T5UiAWu70uTAYDN67kY,https://api.spotify.com/v1/tracks/058T5UiAWu70uTAYDN67kY,https://api.spotify.com/v1/audio-analysis/058T5UiAWu70uTAYDN67kY,376333,4
Scenic Route,37i9dQZF1DX1adpUbAHocs,Find Yourself,Lukas Nelson and Promise of the Real,0.784,0.384,8,-9.295,1,0.0536,0.271,0.00193,0.0687,0.837,133.149,audio_features,646NxfLugCOxvB8V2bpHu2,spotify:track:646NxfLugCOxvB8V2bpHu2,https://api.spotify.com/v1/tracks/646NxfLugCOxvB8V2bpHu2,https://api.spotify.com/v1/audio-analysis/646NxfLugCOxvB8V2bpHu2,321600,4
Scenic Route,37i9dQZF1DX1adpUbAHocs,Forget About Georgia,Lukas Nelson and Promise of the Real,0.624,0.599,1,-6.53,1,0.0293,0.241,0.0318,0.183,0.297,128.861,audio_features,0PkT17sTXfokKBGc2fXjFG,spotify:track:0PkT17sTXfokKBGc2fXjFG,https://api.spotify.com/v1/tracks/0PkT17sTXfokKBGc2fXjFG,https://api.spotify.com/v1/audio-analysis/0PkT17sTXfokKBGc2fXjFG,497280,4
Scenic Route,37i9dQZF1DX1adpUbAHocs,Pali Gap / Hey Baby (New Rising Sun),Lukas Nelson and Promise of the Real,0.498,0.864,11,-4.85,0,0.0587,0.0615,0.165,0.114,0.719,160.16,audio_features,0JT0D83NTt3o2VbZSI3f5K,spotify:track:0JT0D83NTt3o2VbZSI3f5K,https://api.spotify.com/v1/tracks/0JT0D83NTt3o2VbZSI3f5K,https://api.spotify.com/v1/audio-analysis/0JT0D83NTt3o2VbZSI3f5K,318827,4
Scenic Route,37i9dQZF1DX1adpUbAHocs,Perennial Bloom (Back To You),Lukas Nelson and Promise of the Real,0.468,0.815,9,-5.485,1,0.0337,0.000527,0.0,0.33,0.492,125.867,audio_features,1GIOHTOlS3fRFNLXH9hid0,spotify:track:1GIOHTOlS3fRFNLXH9hid0,https://api.spotify.com/v1/tracks/1GIOHTOlS3fRFNLXH9hid0,https://api.spotify.com/v1/audio-analysis/1GIOHTOlS3fRFNLXH9hid0,196960,4
Scenic Route,37i9dQZF1DX1adpUbAHocs,Just Outside Of Austin,Lukas Nelson and Promise of the Real,0.604,0.406,0,-12.874,1,0.0304,0.587,0.0149,0.105,0.419,92.542,audio_features,3A5nugLtpMhfrDf0zHCh00,spotify:track:3A5nugLtpMhfrDf0zHCh00,https://api.spotify.com/v1/tracks/3A5nugLtpMhfrDf0zHCh00,https://api.spotify.com/v1/audio-analysis/3A5nugLtpMhfrDf0zHCh00,284987,4
Scenic Route,37i9dQZF1DX1adpUbAHocs,Turn Off The News (Build A Garden) - Acoustic,Lukas Nelson and Promise of the Real,0.384,0.292,1,-6.762,1,0.0311,0.623,0.0,0.0998,0.433,166.626,audio_features,2MveWLaASfY6eQb0IpSxzq,spotify:track:2MveWLaASfY6eQb0IpSxzq,https://api.spotify.com/v1/tracks/2MveWLaASfY6eQb0IpSxzq,https://api.spotify.com/v1/audio-analysis/2MveWLaASfY6eQb0IpSxzq,181350,4
Scenic Route,37i9dQZF1DX1adpUbAHocs,Leave ‘em Behind,Lukas Nelson and Promise of the Real,0.536,0.596,7,-6.402,1,0.0259,0.132,5.08e-06,0.128,0.685,139.178,audio_features,0Zh8JP3fn2HIECBYtiX5Ey,spotify:track:0Zh8JP3fn2HIECBYtiX5Ey,https://api.spotify.com/v1/tracks/0Zh8JP3fn2HIECBYtiX5Ey,https://api.spotify.com/v1/audio-analysis/0Zh8JP3fn2HIECBYtiX5Ey,205867,4
Scenic Route,37i9dQZF1DX1adpUbAHocs,Let Go Of Your Plans,Lukas Nelson and Promise of the Real,0.459,0.494,11,-9.57,1,0.0397,0.0257,0.0,0.556,0.504,87.129,audio_features,0l4mKN097GpgeBGaoVQ1wh,spotify:track:0l4mKN097GpgeBGaoVQ1wh,https://api.spotify.com/v1/tracks/0l4mKN097GpgeBGaoVQ1wh,https://api.spotify.com/v1/audio-analysis/0l4mKN097GpgeBGaoVQ1wh,225861,4
Scenic Route,37i9dQZF1DX1adpUbAHocs,Fool Me Once,Lukas Nelson and Promise of the Real,0.695,0.559,6,-6.095,1,0.0397,0.277,0.0,0.186,0.635,144.118,audio_features,1vd64QUVmxSHgyU3v4ZUyj,spotify:track:1vd64QUVmxSHgyU3v4ZUyj,https://api.spotify.com/v1/tracks/1vd64QUVmxSHgyU3v4ZUyj,https://api.spotify.com/v1/audio-analysis/1vd64QUVmxSHgyU3v4ZUyj,230640,4
Scenic Route,37i9dQZF1DX1adpUbAHocs,Song In My Head,Madison Cunningham,0.515,0.582,8,-6.226,1,0.0414,0.0915,7.09e-05,0.113,0.641,119.089,audio_features,0SqfoSpuWsk4CJpCX2LvCD,spotify:track:0SqfoSpuWsk4CJpCX2LvCD,https://api.spotify.com/v1/tracks/0SqfoSpuWsk4CJpCX2LvCD,https://api.spotify.com/v1/audio-analysis/0SqfoSpuWsk4CJpCX2LvCD,280293,4
Scenic Route,37i9dQZF1DX1adpUbAHocs,Pin It Down,Madison Cunningham,0.637,0.565,5,-6.864,1,0.0551,0.307,1.03e-05,0.11,0.689,167.687,audio_features,4G0cKJupBY79cAoYDihZwI,spotify:track:4G0cKJupBY79cAoYDihZwI,https://api.spotify.com/v1/tracks/4G0cKJupBY79cAoYDihZwI,https://api.spotify.com/v1/audio-analysis/4G0cKJupBY79cAoYDihZwI,246573,4
Scenic Route,37i9dQZF1DX1adpUbAHocs,In My Life,Madison Cunningham,0.609,0.143,8,-12.388,1,0.0282,0.893,0.0,0.156,0.189,87.153,audio_features,2kgnKo9QCHpohSPxkDStLy,spotify:track:2kgnKo9QCHpohSPxkDStLy,https://api.spotify.com/v1/tracks/2kgnKo9QCHpohSPxkDStLy,https://api.spotify.com/v1/audio-analysis/2kgnKo9QCHpohSPxkDStLy,176320,4
Scenic Route,37i9dQZF1DX1adpUbAHocs,Song In My Head - Reimagined,Madison Cunningham,0.561,0.155,2,-13.587,1,0.0314,0.96,1.03e-05,0.128,0.207,104.028,audio_features,7s9f9Sv3wM6hRdDOskGtBb,spotify:track:7s9f9Sv3wM6hRdDOskGtBb,https://api.spotify.com/v1/tracks/7s9f9Sv3wM6hRdDOskGtBb,https://api.spotify.com/v1/audio-analysis/7s9f9Sv3wM6hRdDOskGtBb,271421,4
Scenic Route,37i9dQZF1DX1adpUbAHocs,Broken Harvest,Madison Cunningham,0.475,0.427,9,-11.252,0,0.0305,0.749,0.0216,0.162,0.461,182.961,audio_features,4RgMyZb1frf45zF2BSjMD4,spotify:track:4RgMyZb1frf45zF2BSjMD4,https://api.spotify.com/v1/tracks/4RgMyZb1frf45zF2BSjMD4,https://api.spotify.com/v1/audio-analysis/4RgMyZb1frf45zF2BSjMD4,287440,3
Scenic Route,37i9dQZF1DX1adpUbAHocs,L.A. (Looking Alive),Madison Cunningham,0.526,0.402,4,-11.418,1,0.0404,0.871,5.97e-05,0.11,0.406,125.132,audio_features,7zPotVoWNGt5TxFLg24cbT,spotify:track:7zPotVoWNGt5TxFLg24cbT,https://api.spotify.com/v1/tracks/7zPotVoWNGt5TxFLg24cbT,https://api.spotify.com/v1/audio-analysis/7zPotVoWNGt5TxFLg24cbT,228013,4
Scenic Route,37i9dQZF1DX1adpUbAHocs,The Age Of Worry,Madison Cunningham,0.515,0.25,5,-9.578,1,0.0337,0.884,0.0,0.099,0.463,89.298,audio_features,7ltM6d3uA0lUBCPfJTyc1N,spotify:track:7ltM6d3uA0lUBCPfJTyc1N,https://api.spotify.com/v1/tracks/7ltM6d3uA0lUBCPfJTyc1N,https://api.spotify.com/v1/audio-analysis/7ltM6d3uA0lUBCPfJTyc1N,167187,3
Scenic Route,37i9dQZF1DX1adpUbAHocs,Something To Believe In,Madison Cunningham,0.421,0.129,3,-11.315,1,0.0342,0.893,5.43e-06,0.095,0.133,118.383,audio_features,79NCNvyJMKSCVSGQZjSLf4,spotify:track:79NCNvyJMKSCVSGQZjSLf4,https://api.spotify.com/v1/tracks/79NCNvyJMKSCVSGQZjSLf4,https://api.spotify.com/v1/audio-analysis/79NCNvyJMKSCVSGQZjSLf4,237493,4
Scenic Route,37i9dQZF1DX1adpUbAHocs,Plain Letters - Reimagined,Madison Cunningham,0.678,0.378,10,-14.108,0,0.0329,0.779,0.729,0.111,0.318,104.385,audio_features,7LfTX8haVHsWco3kaoHqot,spotify:track:7LfTX8haVHsWco3kaoHqot,https://api.spotify.com/v1/tracks/7LfTX8haVHsWco3kaoHqot,https://api.spotify.com/v1/audio-analysis/7LfTX8haVHsWco3kaoHqot,273151,4
Scenic Route,37i9dQZF1DX1adpUbAHocs,When Love Loves Alone,Madison Cunningham,0.404,0.181,11,-11.079,1,0.0325,0.579,2.09e-05,0.124,0.17,122.383,audio_features,0123Q9pS0KtXal4ejQd0ju,spotify:track:0123Q9pS0KtXal4ejQd0ju,https://api.spotify.com/v1/tracks/0123Q9pS0KtXal4ejQd0ju,https://api.spotify.com/v1/audio-analysis/0123Q9pS0KtXal4ejQd0ju,270747,3
Scenic Route,37i9dQZF1DX1adpUbAHocs,Old Friend,Darlingside,0.412,0.241,3,-13.477,1,0.0295,0.811,0.392,0.114,0.374,100.979,audio_features,5v2nPcapVA5eXClN6pSKCy,spotify:track:5v2nPcapVA5eXClN6pSKCy,https://api.spotify.com/v1/tracks/5v2nPcapVA5eXClN6pSKCy,https://api.spotify.com/v1/audio-analysis/5v2nPcapVA5eXClN6pSKCy,148200,4
Scenic Route,37i9dQZF1DX1adpUbAHocs,Ocean Bed,Darlingside,0.601,0.799,6,-7.069,0,0.0357,0.0861,0.0388,0.0898,0.688,160.987,audio_features,53dyuOtRb9WMz5puNHodZN,spotify:track:53dyuOtRb9WMz5puNHodZN,https://api.spotify.com/v1/tracks/53dyuOtRb9WMz5puNHodZN,https://api.spotify.com/v1/audio-analysis/53dyuOtRb9WMz5puNHodZN,240360,4
Scenic Route,37i9dQZF1DX1adpUbAHocs,Hold Your Head Up High - Recorded at Spotify Studios NYC,Darlingside,0.38,0.0738,6,-11.597,0,0.0311,0.897,0.0,0.102,0.178,62.322,audio_features,1e57DutOjV5KXlNjqWOC61,spotify:track:1e57DutOjV5KXlNjqWOC61,https://api.spotify.com/v1/tracks/1e57DutOjV5KXlNjqWOC61,https://api.spotify.com/v1/audio-analysis/1e57DutOjV5KXlNjqWOC61,214394,4
Scenic Route,37i9dQZF1DX1adpUbAHocs,Hold Your Head Up High,Darlingside,0.375,0.261,9,-11.312,1,0.0288,0.539,0.0178,0.116,0.139,132.094,audio_features,7nxIBClhF3MK4aYC7TiCWy,spotify:track:7nxIBClhF3MK4aYC7TiCWy,https://api.spotify.com/v1/tracks/7nxIBClhF3MK4aYC7TiCWy,https://api.spotify.com/v1/audio-analysis/7nxIBClhF3MK4aYC7TiCWy,217360,4
Scenic Route,37i9dQZF1DX1adpUbAHocs,Ocean Bed,Darlingside,0.591,0.804,6,-7.064,0,0.0362,0.075,0.0773,0.0988,0.662,160.997,audio_features,2BWuYpaqwipELjFdTlui9P,spotify:track:2BWuYpaqwipELjFdTlui9P,https://api.spotify.com/v1/tracks/2BWuYpaqwipELjFdTlui9P,https://api.spotify.com/v1/audio-analysis/2BWuYpaqwipELjFdTlui9P,240720,4
Scenic Route,37i9dQZF1DX1adpUbAHocs,1979,Darlingside,0.486,0.62,4,-7.115,1,0.0284,0.0517,0.00817,0.0888,0.417,141.147,audio_features,2xq0fx3i99PG6VRc4EDc7B,spotify:track:2xq0fx3i99PG6VRc4EDc7B,https://api.spotify.com/v1/tracks/2xq0fx3i99PG6VRc4EDc7B,https://api.spotify.com/v1/audio-analysis/2xq0fx3i99PG6VRc4EDc7B,245844,4
Scenic Route,37i9dQZF1DX1adpUbAHocs,Hold Your Head Up High,Darlingside,0.375,0.261,9,-11.312,1,0.0288,0.539,0.0178,0.116,0.139,132.094,audio_features,7oOsCpcgcLXKkkIPQzQ6cX,spotify:track:7oOsCpcgcLXKkkIPQzQ6cX,https://api.spotify.com/v1/tracks/7oOsCpcgcLXKkkIPQzQ6cX,https://api.spotify.com/v1/audio-analysis/7oOsCpcgcLXKkkIPQzQ6cX,217360,4
Scenic Route,37i9dQZF1DX1adpUbAHocs,Futures,Darlingside,0.348,0.479,0,-10.075,1,0.029,0.291,0.151,0.0988,0.173,97.871,audio_features,71t9ZaeCkxa0tMVHVfAXFi,spotify:track:71t9ZaeCkxa0tMVHVfAXFi,https://api.spotify.com/v1/tracks/71t9ZaeCkxa0tMVHVfAXFi,https://api.spotify.com/v1/audio-analysis/71t9ZaeCkxa0tMVHVfAXFi,285347,4
Scenic Route,37i9dQZF1DX1adpUbAHocs,A Light On In The Dark,Darlingside,0.397,0.42,8,-10.143,1,0.0269,0.763,0.0113,0.105,0.19,95.309,audio_features,32o3CTqwtQVxhzHJEjNXna,spotify:track:32o3CTqwtQVxhzHJEjNXna,https://api.spotify.com/v1/tracks/32o3CTqwtQVxhzHJEjNXna,https://api.spotify.com/v1/audio-analysis/32o3CTqwtQVxhzHJEjNXna,231067,4
Scenic Route,37i9dQZF1DX1adpUbAHocs,Whippoorwill,Darlingside,0.641,0.582,11,-9.085,1,0.0335,0.642,0.0393,0.0876,0.384,96.415,audio_features,1n0UUVUi4OzfjJEtuBKWfL,spotify:track:1n0UUVUi4OzfjJEtuBKWfL,https://api.spotify.com/v1/tracks/1n0UUVUi4OzfjJEtuBKWfL,https://api.spotify.com/v1/audio-analysis/1n0UUVUi4OzfjJEtuBKWfL,278848,4
Scenic Route,37i9dQZF1DX1adpUbAHocs,Million Dollar Bill,Conor Oberst,0.5,0.269,0,-12.124,1,0.0301,0.658,0.0175,0.0804,0.101,124.212,audio_features,06kZBwv34dg5lp7wGXcQlu,spotify:track:06kZBwv34dg5lp7wGXcQlu,https://api.spotify.com/v1/tracks/06kZBwv34dg5lp7wGXcQlu,https://api.spotify.com/v1/audio-analysis/06kZBwv34dg5lp7wGXcQlu,363086,4
Scenic Route,37i9dQZF1DX1adpUbAHocs,Cape Canaveral,Conor Oberst,0.638,0.568,9,-10.175,1,0.0476,0.781,1.82e-05,0.108,0.619,126.124,audio_features,3MDOdyEXnNUQCEQuEmyGqJ,spotify:track:3MDOdyEXnNUQCEQuEmyGqJ,https://api.spotify.com/v1/tracks/3MDOdyEXnNUQCEQuEmyGqJ,https://api.spotify.com/v1/audio-analysis/3MDOdyEXnNUQCEQuEmyGqJ,244173,4
Scenic Route,37i9dQZF1DX1adpUbAHocs,You Are Your Mother's Child,Conor Oberst,0.611,0.174,9,-13.153,1,0.0452,0.875,0.0,0.102,0.463,115.558,audio_features,3CzWNLFyIwns8KJgH5toHV,spotify:track:3CzWNLFyIwns8KJgH5toHV,https://api.spotify.com/v1/tracks/3CzWNLFyIwns8KJgH5toHV,https://api.spotify.com/v1/audio-analysis/3CzWNLFyIwns8KJgH5toHV,228640,4
Scenic Route,37i9dQZF1DX1adpUbAHocs,A Little Uncanny,Conor Oberst,0.458,0.891,7,-5.559,1,0.052,0.0087,6.73e-06,0.0881,0.896,144.138,audio_features,2XdNyZ4Yw8YVfCvFaniGiI,spotify:track:2XdNyZ4Yw8YVfCvFaniGiI,https://api.spotify.com/v1/tracks/2XdNyZ4Yw8YVfCvFaniGiI,https://api.spotify.com/v1/audio-analysis/2XdNyZ4Yw8YVfCvFaniGiI,296840,4
Scenic Route,37i9dQZF1DX1adpUbAHocs,Kodachrome,Conor Oberst and the Mystic Valley Band,0.366,0.965,4,-4.609,1,0.0618,0.0173,0.000385,0.103,0.75,138.297,audio_features,6uPUACLG1QledvvJRdIVeH,spotify:track:6uPUACLG1QledvvJRdIVeH,https://api.spotify.com/v1/tracks/6uPUACLG1QledvvJRdIVeH,https://api.spotify.com/v1/audio-analysis/6uPUACLG1QledvvJRdIVeH,248867,4
Scenic Route,37i9dQZF1DX1adpUbAHocs,Barbary Coast (Later),Conor Oberst,0.563,0.34,2,-8.084,1,0.0377,0.589,0.0,0.103,0.185,80.544,audio_features,6bgjcVqaUmnalHy0C8txLv,spotify:track:6bgjcVqaUmnalHy0C8txLv,https://api.spotify.com/v1/tracks/6bgjcVqaUmnalHy0C8txLv,https://api.spotify.com/v1/audio-analysis/6bgjcVqaUmnalHy0C8txLv,252373,4
Scenic Route,37i9dQZF1DX1adpUbAHocs,Zigzagging Toward the Light,Conor Oberst,0.625,0.743,4,-5.972,0,0.0448,0.0249,1.13e-06,0.368,0.46,90.331,audio_features,09mSRgoEyU5IBmSlOFbRYy,spotify:track:09mSRgoEyU5IBmSlOFbRYy,https://api.spotify.com/v1/tracks/09mSRgoEyU5IBmSlOFbRYy,https://api.spotify.com/v1/audio-analysis/09mSRgoEyU5IBmSlOFbRYy,243227,4
Scenic Route,37i9dQZF1DX1adpUbAHocs,Artifact #1,Conor Oberst,0.552,0.494,2,-9.392,1,0.0308,0.769,0.127,0.101,0.431,81.272,audio_features,2GsM1KmT8h7WnKEVlQDyzL,spotify:track:2GsM1KmT8h7WnKEVlQDyzL,https://api.spotify.com/v1/tracks/2GsM1KmT8h7WnKEVlQDyzL,https://api.spotify.com/v1/audio-analysis/2GsM1KmT8h7WnKEVlQDyzL,262987,4
Scenic Route,37i9dQZF1DX1adpUbAHocs,No One Changes,Conor Oberst,0.589,0.286,0,-12.959,1,0.0423,0.863,0.0,0.102,0.178,135.189,audio_features,36RsBW2EGCt5YNvPqzhdPw,spotify:track:36RsBW2EGCt5YNvPqzhdPw,https://api.spotify.com/v1/tracks/36RsBW2EGCt5YNvPqzhdPw,https://api.spotify.com/v1/audio-analysis/36RsBW2EGCt5YNvPqzhdPw,243253,4
Scenic Route,37i9dQZF1DX1adpUbAHocs,Night at Lake Unknown,Conor Oberst,0.519,0.254,2,-12.65,1,0.0326,0.943,0.0542,0.111,0.241,78.305,audio_features,5OjXCLAOyDiyZYM1SRWHNL,spotify:track:5OjXCLAOyDiyZYM1SRWHNL,https://api.spotify.com/v1/tracks/5OjXCLAOyDiyZYM1SRWHNL,https://api.spotify.com/v1/audio-analysis/5OjXCLAOyDiyZYM1SRWHNL,255587,4
